crop,state,season,area_hectares,production_tons,rainfall_mm,fertilizer_kg_ha
Potato,Rajasthan,Whole Year,38.46,647.53,759.2,126.3
Banana,Rajasthan,Kharif,28.09,929.16,1145.2,243.8
Tomato,Gujarat,Whole Year,22.66,442.97,684.6,177.2
Potato,Tamil Nadu,Whole Year,14.77,312.52,593.3,138.1
Maize,Maharashtra,Whole Year,31.13,130.48,703.5,61.6
Banana,Punjab,Rabi,26.58,983.7,1396.5,204.8
Apple,Uttar Pradesh,Rabi,16.32,202.17,988.8,95.4
Cotton,Maharashtra,Whole Year,6.74,13.43,877.4,80.2
Chickpea,Uttar Pradesh,Kharif,38.05,78.67,370.8,34.7
Potato,Goa,Rabi,10.32,160.11,659.3,69.5
Banana,Madhya Pradesh,Kharif,40.91,1433.73,1246.5,158.0
Rice,Tamil Nadu,Rabi,3.12,12.18,602.2,134.7
Apple,Haryana,Kharif,41.73,553.47,1003.0,81.6
Wheat,Tamil Nadu,Zaid,23.06,85.61,599.1,108.1
Banana,Rajasthan,Kharif,23.32,679.65,1375.2,148.2
Grapes,Punjab,Whole Year,17.16,252.22,589.5,118.6
Grapes,Tamil Nadu,Whole Year,37.19,457.96,732.2,138.6
Potato,Maharashtra,Kharif,44.15,987.23,582.6,131.4
Potato,Maharashtra,Rabi,19.2,362.54,762.8,147.2
Maize,Maharashtra,Whole Year,5.81,22.92,663.0,97.9
Maize,Rajasthan,Kharif,45.65,219.72,906.2,125.1
Maize,Goa,Rabi,19.0,76.11,555.3,139.7
Potato,Madhya Pradesh,Rabi,20.83,346.49,647.2,131.9
Rice,Madhya Pradesh,Kharif,18.36,64.32,860.3,138.2
Banana,Madhya Pradesh,Whole Year,18.21,802.87,890.2,217.2
Rice,Madhya Pradesh,Rabi,34.93,112.28,696.2,112.9
Wheat,Uttar Pradesh,Rabi,3.4,15.59,487.7,130.8
Wheat,Haryana,Whole Year,0.78,3.49,544.7,148.7
Apple,Karnataka,Zaid,32.29,330.45,1166.3,97.4
Tomato,Haryana,Rabi,23.32,580.73,759.8,163.5
Grapes,Madhya Pradesh,Whole Year,12.15,164.54,388.4,118.9
Wheat,Maharashtra,Whole Year,9.25,32.95,723.4,137.0
Tomato,Rajasthan,Rabi,32.83,800.02,1105.1,188.9
Potato,Rajasthan,Rabi,28.33,468.74,539.0,117.7
Potato,Goa,Whole Year,5.64,125.36,511.3,164.1
Maize,Punjab,Kharif,22.0,95.35,439.1,82.1
Tomato,Maharashtra,Rabi,37.66,1114.09,719.4,103.1
Tomato,Maharashtra,Zaid,12.69,262.53,581.9,159.7
Maize,Karnataka,Kharif,49.38,228.96,724.1,108.7
Cotton,Madhya Pradesh,Zaid,15.44,36.03,1053.1,64.0
Banana,Haryana,Whole Year,48.94,2057.36,1105.8,218.2
Chickpea,Madhya Pradesh,Kharif,26.72,41.35,491.6,43.6
Grapes,Punjab,Zaid,24.63,337.91,753.2,115.1
Maize,Gujarat,Zaid,24.26,105.28,603.5,88.7
Grapes,Punjab,Zaid,44.24,640.76,632.4,124.3
Potato,Gujarat,Rabi,4.09,65.41,379.3,102.1
Maize,Tamil Nadu,Zaid,20.84,101.16,858.5,91.6
Apple,Maharashtra,Zaid,14.25,189.03,1173.0,118.0
Potato,Karnataka,Whole Year,36.76,909.11,512.3,166.2
Cotton,Karnataka,Kharif,5.55,14.14,801.8,139.6
Grapes,Goa,Kharif,9.58,138.37,627.9,174.0
Rice,Punjab,Rabi,36.62,137.73,1011.8,141.8
Cotton,Gujarat,Rabi,27.37,55.17,542.3,69.1
Tomato,Karnataka,Kharif,4.24,116.65,716.1,182.6
Potato,Goa,Kharif,27.09,442.4,441.8,132.4
Rice,Gujarat,Zaid,16.95,54.24,1115.5,117.9
Cotton,Karnataka,Kharif,16.73,42.36,1095.0,124.2
Rice,Punjab,Whole Year,30.99,127.57,841.5,151.2
Maize,Tamil Nadu,Whole Year,12.67,57.95,829.5,136.2
Chickpea,Goa,Whole Year,11.83,17.4,353.7,20.0
Wheat,Punjab,Kharif,43.86,156.78,518.3,105.5
Wheat,Uttar Pradesh,Zaid,46.11,148.26,341.2,109.4
Chickpea,Gujarat,Kharif,41.69,71.21,350.8,78.0
Cotton,Karnataka,Kharif,23.37,54.54,850.8,78.6
Maize,Gujarat,Whole Year,31.1,144.89,853.2,33.9
Rice,Punjab,Zaid,44.7,130.81,854.2,93.7
Cotton,Goa,Whole Year,26.72,39.99,833.6,71.1
Cotton,Madhya Pradesh,Rabi,11.64,22.39,1030.9,62.1
Chickpea,Tamil Nadu,Rabi,26.22,38.08,503.3,81.1
Apple,Goa,Kharif,22.91,263.42,882.3,115.9
Maize,Rajasthan,Kharif,5.34,25.56,771.2,116.1
Wheat,Punjab,Zaid,13.94,48.57,561.2,159.5
Rice,Gujarat,Rabi,2.75,11.72,1441.5,108.2
Banana,Maharashtra,Whole Year,26.26,1118.97,1409.3,259.2
Maize,Rajasthan,Rabi,47.95,151.58,694.5,117.5
Grapes,Punjab,Zaid,37.07,536.89,831.6,140.5
Banana,Gujarat,Zaid,27.66,893.03,1327.7,210.3
Grapes,Tamil Nadu,Whole Year,40.55,491.63,497.3,128.7
Chickpea,Gujarat,Kharif,37.36,74.81,314.9,20.0
Potato,Gujarat,Whole Year,31.02,493.85,619.0,127.1
Apple,Uttar Pradesh,Rabi,44.45,665.48,1096.7,129.5
Potato,Karnataka,Whole Year,16.38,243.6,565.3,157.7
Banana,Haryana,Rabi,12.76,519.19,1086.0,248.6
Maize,Goa,Whole Year,30.71,152.68,616.7,136.5
Potato,Uttar Pradesh,Rabi,17.27,325.02,859.2,169.1
Maize,Punjab,Whole Year,32.19,127.68,624.2,77.9
Rice,Haryana,Zaid,32.38,79.21,941.0,121.5
Maize,Karnataka,Zaid,3.14,15.59,995.9,121.8
Tomato,Haryana,Rabi,32.79,804.86,835.9,175.2
Maize,Punjab,Zaid,40.33,172.35,759.3,133.3
Chickpea,Maharashtra,Whole Year,15.58,27.94,412.7,30.1
Banana,Haryana,Whole Year,44.8,1668.72,1247.2,192.1
Apple,Gujarat,Rabi,37.3,497.29,1092.4,120.8
Banana,Karnataka,Kharif,43.45,1407.71,1148.2,167.3
Maize,Tamil Nadu,Kharif,6.61,27.54,908.3,64.1
Banana,Haryana,Whole Year,12.1,417.54,1404.8,209.5
Apple,Haryana,Rabi,36.57,437.19,883.5,114.4
Tomato,Karnataka,Kharif,26.45,570.27,999.8,140.7
Banana,Uttar Pradesh,Kharif,25.89,1021.78,918.7,217.5
Maize,Gujarat,Zaid,48.0,206.22,714.6,136.3
Chickpea,Haryana,Kharif,17.38,26.86,793.3,60.0
Cotton,Uttar Pradesh,Whole Year,10.3,22.55,663.3,109.6
Tomato,Madhya Pradesh,Whole Year,40.91,870.11,685.8,153.8
Wheat,Goa,Kharif,13.05,37.6,654.4,101.6
Grapes,Goa,Zaid,34.0,426.7,601.0,153.5
Rice,Goa,Kharif,36.13,119.64,766.5,125.1
Tomato,Rajasthan,Rabi,43.14,769.62,819.2,124.4
Wheat,Goa,Rabi,19.54,68.37,544.1,118.7
Potato,Goa,Zaid,22.9,421.97,372.9,148.6
Rice,Tamil Nadu,Kharif,45.22,194.28,1418.8,164.1
Grapes,Gujarat,Kharif,41.72,741.37,382.9,159.7
Tomato,Karnataka,Rabi,1.51,39.95,677.4,179.4
Apple,Gujarat,Whole Year,22.71,282.85,831.3,93.6
Rice,Karnataka,Zaid,1.35,3.94,1153.2,93.4
Cotton,Madhya Pradesh,Kharif,47.85,107.41,663.5,63.7
Rice,Maharashtra,Whole Year,2.8,8.01,797.8,104.6
Potato,Uttar Pradesh,Kharif,2.64,36.71,422.9,149.2
Wheat,Rajasthan,Kharif,41.53,169.18,370.9,182.8
Potato,Karnataka,Kharif,34.47,655.11,536.8,140.8
Apple,Uttar Pradesh,Kharif,20.8,211.7,854.1,123.7
Cotton,Karnataka,Zaid,9.11,26.44,785.7,121.9
Tomato,Haryana,Whole Year,24.15,629.26,779.3,103.9
Cotton,Rajasthan,Whole Year,28.25,63.18,766.2,81.2
Wheat,Punjab,Rabi,26.59,96.5,453.2,116.0
Apple,Punjab,Zaid,24.15,316.77,1084.3,84.3
Wheat,Karnataka,Kharif,28.85,116.48,621.3,136.3
Wheat,Karnataka,Whole Year,9.3,34.76,409.6,110.6
Chickpea,Karnataka,Whole Year,44.08,67.21,375.0,23.5
Wheat,Haryana,Rabi,31.86,126.07,200.0,183.1
Chickpea,Punjab,Whole Year,16.72,36.26,468.3,93.1
Maize,Tamil Nadu,Whole Year,30.9,82.89,599.9,112.5
Maize,Maharashtra,Rabi,23.52,84.49,583.7,115.1
Maize,Rajasthan,Kharif,39.0,231.65,961.7,97.5
Maize,Haryana,Whole Year,23.19,79.21,630.3,115.4
Potato,Uttar Pradesh,Whole Year,48.15,924.35,867.4,161.7
Tomato,Karnataka,Zaid,10.52,245.09,850.5,100.5
Apple,Goa,Zaid,3.59,42.93,926.5,60.4
Wheat,Punjab,Whole Year,21.81,97.12,381.4,128.2
Chickpea,Goa,Rabi,19.74,21.52,227.2,39.9
Grapes,Rajasthan,Zaid,33.52,555.06,742.5,171.5
Tomato,Karnataka,Zaid,16.55,288.68,670.7,149.0
Cotton,Maharashtra,Whole Year,18.66,31.72,482.0,79.2
Chickpea,Gujarat,Zaid,44.41,80.41,541.5,42.2
Apple,Uttar Pradesh,Rabi,7.6,114.84,1102.4,119.9
Potato,Maharashtra,Whole Year,47.34,747.33,601.8,161.8
Wheat,Madhya Pradesh,Whole Year,12.22,56.89,752.0,148.5
Grapes,Madhya Pradesh,Zaid,26.1,334.35,421.2,187.9
Potato,Maharashtra,Kharif,1.68,37.85,639.6,171.4
Tomato,Goa,Kharif,19.39,395.91,619.8,159.6
Maize,Madhya Pradesh,Rabi,1.15,4.92,530.7,71.7
Rice,Tamil Nadu,Kharif,23.97,67.27,1054.5,141.8
Grapes,Tamil Nadu,Whole Year,38.6,638.85,466.3,131.0
Rice,Madhya Pradesh,Rabi,22.14,71.79,837.1,105.4
Wheat,Uttar Pradesh,Rabi,47.76,176.63,722.6,114.0
Chickpea,Goa,Rabi,45.64,70.68,200.0,20.0
Wheat,Gujarat,Kharif,11.85,51.48,285.7,116.0
Chickpea,Goa,Kharif,16.24,36.15,445.8,66.7
Chickpea,Goa,Whole Year,22.85,34.56,326.6,66.6
Potato,Haryana,Kharif,41.46,809.05,659.5,170.4
Maize,Rajasthan,Zaid,40.14,146.95,791.2,88.8
Potato,Rajasthan,Zaid,33.62,581.54,817.0,147.5
Rice,Tamil Nadu,Zaid,4.76,17.05,842.1,80.7
Wheat,Haryana,Kharif,31.21,116.18,480.7,136.4
Grapes,Madhya Pradesh,Kharif,30.95,479.03,522.6,152.1
Wheat,Punjab,Whole Year,49.22,162.9,365.4,111.7
Cotton,Goa,Whole Year,19.85,44.3,792.7,80.6
Cotton,Rajasthan,Kharif,25.41,42.76,678.9,20.0
Cotton,Maharashtra,Rabi,6.7,15.49,638.0,127.6
Banana,Haryana,Kharif,20.12,756.89,1003.1,237.4
Wheat,Uttar Pradesh,Zaid,23.83,77.84,424.3,109.9
Banana,Gujarat,Kharif,27.25,1156.48,1608.3,181.7
Grapes,Rajasthan,Kharif,12.67,158.92,723.8,167.5
Wheat,Madhya Pradesh,Zaid,41.45,155.86,660.9,139.9
Rice,Goa,Zaid,35.4,168.22,1105.7,144.1
Wheat,Madhya Pradesh,Whole Year,5.6,19.61,335.4,119.6
Maize,Tamil Nadu,Whole Year,28.4,81.02,425.7,145.9
Cotton,Gujarat,Rabi,28.26,61.28,733.6,92.2
Apple,Tamil Nadu,Kharif,16.76,149.11,817.1,123.6
Potato,Gujarat,Kharif,25.49,412.23,450.4,201.1
Maize,Punjab,Rabi,28.42,122.75,642.3,137.6
Cotton,Rajasthan,Whole Year,49.54,111.49,962.5,102.1
Potato,Goa,Rabi,20.78,409.14,279.6,188.0
Wheat,Punjab,Whole Year,4.37,18.2,705.8,109.0
Chickpea,Haryana,Kharif,13.49,27.44,549.4,33.2
Wheat,Gujarat,Kharif,4.25,15.52,345.5,146.0
Rice,Haryana,Zaid,29.62,115.12,993.8,119.9
Chickpea,Rajasthan,Kharif,8.37,13.73,500.1,20.0
Tomato,Karnataka,Rabi,22.52,442.13,638.6,139.0
Rice,Karnataka,Zaid,38.96,89.6,894.8,30.0
Wheat,Maharashtra,Rabi,49.61,190.12,379.2,143.3
Cotton,Maharashtra,Whole Year,45.24,125.14,949.2,128.6
Wheat,Maharashtra,Zaid,23.23,89.61,581.5,117.5
Apple,Maharashtra,Rabi,3.72,41.03,961.5,95.1
Maize,Karnataka,Zaid,31.28,152.42,676.0,147.3
Potato,Gujarat,Kharif,49.45,808.1,754.7,186.4
Potato,Gujarat,Rabi,18.14,389.95,727.6,161.1
Banana,Punjab,Kharif,25.77,959.68,1101.4,172.2
Potato,Gujarat,Kharif,38.85,828.59,555.0,131.0
Maize,Gujarat,Rabi,37.21,130.22,591.0,108.8
Potato,Uttar Pradesh,Kharif,17.08,282.69,400.0,158.3
Apple,Rajasthan,Rabi,7.7,108.59,1094.9,108.3
Rice,Rajasthan,Whole Year,25.4,86.44,1176.8,102.1
Maize,Haryana,Kharif,37.79,181.92,674.2,79.1
Apple,Karnataka,Whole Year,35.19,529.69,901.9,104.1
Wheat,Karnataka,Whole Year,19.03,47.82,307.2,94.2
Cotton,Gujarat,Rabi,21.26,58.82,825.0,99.3
Wheat,Haryana,Whole Year,16.82,66.9,439.4,136.1
Cotton,Haryana,Kharif,22.32,65.66,549.2,92.9
Potato,Madhya Pradesh,Zaid,16.67,338.39,631.5,163.0
Tomato,Karnataka,Whole Year,25.84,531.18,728.9,177.7
Grapes,Haryana,Zaid,24.38,338.6,707.9,155.0
Tomato,Maharashtra,Kharif,2.04,53.57,794.0,195.5
Potato,Gujarat,Kharif,22.69,456.67,603.3,184.8
Tomato,Goa,Whole Year,33.93,758.48,641.3,180.3
Chickpea,Uttar Pradesh,Rabi,29.19,68.87,306.6,53.1
Grapes,Gujarat,Rabi,7.61,121.95,455.3,104.8
Rice,Tamil Nadu,Rabi,47.87,181.04,846.1,137.8
Wheat,Punjab,Whole Year,17.76,103.85,495.5,166.7
Banana,Madhya Pradesh,Kharif,22.51,882.4,1304.1,156.9
Rice,Goa,Zaid,38.5,133.65,969.3,142.3
Banana,Rajasthan,Rabi,34.36,1382.14,1322.4,211.1
Wheat,Gujarat,Kharif,15.95,62.01,347.2,156.0
Grapes,Rajasthan,Rabi,14.78,241.19,592.1,116.5
Cotton,Punjab,Kharif,24.58,62.28,1191.0,92.7
Rice,Karnataka,Rabi,12.7,40.54,1015.9,121.5
Chickpea,Uttar Pradesh,Whole Year,34.44,66.02,619.2,48.6
Maize,Uttar Pradesh,Kharif,38.85,138.9,561.2,90.2
Tomato,Punjab,Whole Year,11.33,213.42,929.0,161.8
Rice,Haryana,Rabi,29.31,73.39,1021.6,112.0
Maize,Punjab,Kharif,4.3,14.6,598.0,89.2
Apple,Maharashtra,Zaid,4.08,45.0,875.9,104.8
Grapes,Gujarat,Rabi,34.29,691.72,908.5,150.7
Chickpea,Gujarat,Rabi,32.74,55.35,536.6,20.0
Chickpea,Haryana,Whole Year,12.3,22.31,390.3,53.9
Potato,Tamil Nadu,Kharif,17.61,268.52,513.2,153.8
Apple,Maharashtra,Whole Year,18.02,233.1,935.1,88.8
Rice,Gujarat,Zaid,1.28,4.76,925.9,141.3
Tomato,Haryana,Whole Year,16.84,404.5,924.8,184.1
Grapes,Rajasthan,Kharif,21.34,264.13,678.7,134.5
Tomato,Madhya Pradesh,Kharif,18.52,456.42,861.7,155.2
Grapes,Maharashtra,Kharif,29.23,382.55,682.7,133.2
Wheat,Goa,Zaid,25.34,100.38,488.3,147.6
Grapes,Madhya Pradesh,Kharif,24.87,340.22,640.6,131.0
Banana,Rajasthan,Rabi,40.93,1796.64,1140.7,216.5
Tomato,Uttar Pradesh,Kharif,25.0,573.95,616.3,196.6
Chickpea,Gujarat,Kharif,41.62,93.87,401.0,33.7
Chickpea,Haryana,Zaid,47.46,92.43,504.0,42.3
Tomato,Haryana,Zaid,12.18,195.77,621.7,135.0
Chickpea,Gujarat,Rabi,1.67,2.89,200.0,27.9
Tomato,Punjab,Whole Year,40.83,805.76,772.2,211.4
Apple,Uttar Pradesh,Whole Year,3.89,37.09,831.2,83.9
Maize,Gujarat,Rabi,31.48,119.81,821.5,131.5
Tomato,Madhya Pradesh,Zaid,42.23,1291.66,979.0,178.1
Rice,Punjab,Kharif,34.31,183.28,864.7,191.6
Wheat,Tamil Nadu,Zaid,6.61,26.56,411.1,121.1
Apple,Punjab,Rabi,45.2,428.91,959.9,85.4
Wheat,Uttar Pradesh,Whole Year,14.51,60.2,692.8,124.0
Chickpea,Uttar Pradesh,Kharif,48.85,105.87,521.3,53.5
Cotton,Punjab,Kharif,26.16,51.99,887.7,48.6
Wheat,Karnataka,Zaid,21.37,74.96,659.0,134.2
Potato,Haryana,Rabi,29.64,416.11,309.7,124.7
Apple,Uttar Pradesh,Whole Year,49.46,510.52,881.9,133.3
Wheat,Madhya Pradesh,Zaid,19.91,58.94,276.8,117.9
Chickpea,Goa,Zaid,13.57,27.69,273.9,59.7
Apple,Haryana,Whole Year,26.04,299.51,912.8,98.2
Wheat,Punjab,Kharif,29.56,132.91,617.5,149.3
Cotton,Rajasthan,Rabi,33.56,81.21,768.2,104.1
Maize,Maharashtra,Zaid,5.25,20.77,700.3,101.6
Banana,Tamil Nadu,Rabi,29.87,1062.53,1096.6,188.6
Cotton,Gujarat,Whole Year,16.06,32.85,975.7,122.8
Chickpea,Karnataka,Rabi,19.58,40.19,402.3,82.2
Tomato,Goa,Kharif,12.28,272.33,771.3,137.3
Cotton,Goa,Whole Year,41.82,106.27,891.2,52.9
Wheat,Rajasthan,Rabi,45.03,184.43,704.0,125.6
Chickpea,Goa,Whole Year,44.26,105.98,200.0,71.2
Cotton,Tamil Nadu,Whole Year,2.4,4.05,757.3,127.4
Banana,Uttar Pradesh,Whole Year,4.72,167.87,983.4,207.2
Apple,Haryana,Zaid,21.35,293.7,758.8,110.3
Maize,Haryana,Rabi,7.76,35.38,846.4,130.1
Wheat,Goa,Zaid,26.63,99.35,646.7,94.6
Tomato,Maharashtra,Zaid,15.81,454.38,952.8,125.3
Chickpea,Haryana,Kharif,41.08,81.99,773.9,49.0
Rice,Gujarat,Whole Year,23.88,100.14,905.4,110.5
Banana,Rajasthan,Whole Year,8.38,266.97,1310.3,180.5
Maize,Gujarat,Zaid,48.89,198.43,854.5,98.5
Cotton,Rajasthan,Whole Year,8.88,24.82,969.9,79.9
Potato,Rajasthan,Zaid,36.38,606.48,501.8,166.1
Chickpea,Madhya Pradesh,Kharif,33.67,52.74,498.1,52.0
Banana,Punjab,Whole Year,2.65,72.59,1212.8,218.1
Tomato,Haryana,Zaid,35.62,720.94,674.4,136.8
Grapes,Haryana,Zaid,28.21,414.26,685.7,187.2
Chickpea,Uttar Pradesh,Whole Year,47.48,89.21,397.2,55.5
Maize,Punjab,Whole Year,37.08,168.16,881.4,124.5
Tomato,Tamil Nadu,Whole Year,40.07,896.3,886.2,201.0
Potato,Tamil Nadu,Rabi,5.74,103.3,649.0,205.2
Chickpea,Uttar Pradesh,Kharif,49.45,104.24,761.7,91.3
Rice,Rajasthan,Zaid,42.77,160.81,974.1,107.4
Grapes,Gujarat,Zaid,7.74,128.26,735.6,171.9
Wheat,Maharashtra,Kharif,9.93,48.28,453.1,167.5
Tomato,Gujarat,Whole Year,24.71,537.08,814.7,152.8
Wheat,Goa,Zaid,17.57,83.07,443.4,128.6
Rice,Goa,Whole Year,13.3,58.11,889.0,101.7
Potato,Gujarat,Zaid,46.73,720.58,242.2,174.4
Grapes,Punjab,Whole Year,46.34,275.15,507.4,94.7
Grapes,Goa,Zaid,0.62,8.84,478.7,136.6
Grapes,Karnataka,Rabi,6.07,78.33,662.4,99.4
Grapes,Gujarat,Kharif,10.5,197.87,861.7,177.5
Apple,Haryana,Zaid,2.86,28.83,1197.8,91.8
Rice,Goa,Zaid,28.47,125.96,987.4,84.9
Grapes,Maharashtra,Zaid,13.74,157.72,622.5,134.9
Cotton,Uttar Pradesh,Kharif,4.12,10.95,943.0,113.6
Apple,Karnataka,Rabi,47.45,422.97,794.0,84.3
Cotton,Uttar Pradesh,Rabi,24.75,42.41,637.9,92.1
Wheat,Gujarat,Kharif,47.8,167.51,426.6,119.4
Apple,Madhya Pradesh,Rabi,35.34,417.19,911.9,111.7
Potato,Gujarat,Rabi,9.79,172.76,451.3,154.6
Apple,Tamil Nadu,Kharif,45.45,594.11,674.5,103.8
Wheat,Punjab,Whole Year,15.42,69.99,513.5,108.0
Chickpea,Gujarat,Whole Year,4.04,7.22,455.2,73.1
Rice,Goa,Kharif,25.9,89.29,1101.2,143.7
Grapes,Uttar Pradesh,Whole Year,22.75,303.72,339.1,120.1
Apple,Goa,Rabi,25.05,330.89,1070.4,97.9
Potato,Uttar Pradesh,Kharif,19.71,427.92,495.4,183.4
Rice,Uttar Pradesh,Whole Year,7.2,19.9,1116.6,106.8
Cotton,Tamil Nadu,Rabi,6.57,12.75,502.3,95.9
Potato,Tamil Nadu,Zaid,6.12,92.65,521.9,161.0
Apple,Karnataka,Kharif,43.74,506.15,884.5,121.2
Cotton,Gujarat,Rabi,48.61,138.35,1195.5,91.0
Banana,Uttar Pradesh,Kharif,42.07,1623.76,1265.3,229.1
Apple,Maharashtra,Whole Year,5.78,53.93,798.2,40.1
Potato,Punjab,Rabi,30.65,307.29,426.4,103.1
Grapes,Karnataka,Kharif,17.46,314.5,772.8,139.0
Potato,Madhya Pradesh,Zaid,7.49,92.71,455.5,160.4
Banana,Tamil Nadu,Rabi,11.34,286.47,1009.7,156.1
Apple,Gujarat,Rabi,31.64,378.62,747.9,96.0
Maize,Rajasthan,Whole Year,47.85,233.11,701.6,104.2
Chickpea,Tamil Nadu,Rabi,19.62,33.82,512.8,20.5
Chickpea,Rajasthan,Zaid,32.57,67.72,582.8,41.7
Apple,Maharashtra,Kharif,36.11,427.51,872.7,76.3
Apple,Goa,Whole Year,21.03,266.22,987.8,93.2
Banana,Uttar Pradesh,Rabi,18.72,658.07,970.5,245.8
Banana,Madhya Pradesh,Rabi,19.73,510.46,1290.6,177.3
Tomato,Maharashtra,Kharif,28.46,550.31,655.5,168.7
Wheat,Punjab,Zaid,49.77,212.88,430.2,93.8
Chickpea,Tamil Nadu,Zaid,43.09,99.03,544.2,49.4
Apple,Haryana,Kharif,38.71,491.53,816.2,106.6
Maize,Haryana,Kharif,17.85,54.14,624.3,96.4
Cotton,Rajasthan,Rabi,14.68,34.12,742.1,113.2
Banana,Haryana,Zaid,6.48,193.58,1265.4,174.1
Tomato,Madhya Pradesh,Rabi,24.89,630.33,881.7,156.5
Maize,Haryana,Kharif,14.49,83.26,434.8,109.4
Potato,Punjab,Rabi,49.26,892.66,708.4,193.6
Chickpea,Goa,Rabi,42.05,87.76,368.5,47.2
Banana,Maharashtra,Whole Year,42.64,1354.06,1082.4,206.6
Potato,Goa,Rabi,16.2,395.77,840.0,178.0
Tomato,Gujarat,Rabi,16.51,196.21,712.1,178.9
Tomato,Uttar Pradesh,Zaid,42.3,963.83,749.7,167.4
Chickpea,Punjab,Rabi,22.37,41.33,251.1,51.3
Rice,Goa,Zaid,8.57,36.12,1102.4,135.8
Cotton,Gujarat,Whole Year,17.92,39.47,738.5,105.1
Maize,Goa,Kharif,32.94,160.37,716.2,112.3
Grapes,Rajasthan,Whole Year,16.16,353.09,961.6,156.1
Maize,Haryana,Rabi,27.14,118.49,200.0,112.0
Potato,Punjab,Whole Year,15.14,239.05,479.8,136.5
Maize,Goa,Kharif,10.46,33.88,791.8,98.8
Chickpea,Goa,Zaid,19.72,37.45,501.5,23.1
Rice,Uttar Pradesh,Whole Year,13.81,41.08,881.9,136.0
Banana,Uttar Pradesh,Rabi,4.27,180.57,1236.0,187.3
Chickpea,Uttar Pradesh,Kharif,45.48,59.77,416.9,20.0
Banana,Rajasthan,Zaid,11.38,415.27,1345.0,158.7
Rice,Goa,Zaid,5.78,20.07,1138.2,131.2
Wheat,Haryana,Whole Year,31.3,130.18,827.9,119.2
Cotton,Haryana,Whole Year,29.88,49.95,801.0,108.4
Maize,Punjab,Zaid,2.62,11.34,613.2,58.9
Grapes,Punjab,Rabi,11.94,167.01,787.1,159.7
Potato,Punjab,Whole Year,21.28,409.59,455.3,190.4
Grapes,Karnataka,Rabi,8.56,153.1,623.9,139.7
Tomato,Rajasthan,Kharif,37.2,742.35,547.6,142.4
Tomato,Punjab,Kharif,33.63,912.58,1256.6,150.0
Cotton,Rajasthan,Zaid,40.32,57.66,641.6,79.8
Chickpea,Uttar Pradesh,Zaid,15.63,32.86,467.2,24.4
Apple,Madhya Pradesh,Rabi,24.2,295.58,934.4,128.0
Tomato,Goa,Kharif,23.73,651.43,672.2,166.7
Apple,Karnataka,Whole Year,39.97,313.84,887.0,95.3
Cotton,Punjab,Whole Year,7.25,13.84,925.5,85.1
Banana,Uttar Pradesh,Zaid,25.53,693.91,1318.9,181.2
Wheat,Punjab,Zaid,41.61,161.54,420.2,156.4
Chickpea,Tamil Nadu,Whole Year,20.5,49.07,506.7,21.9
Apple,Haryana,Kharif,6.94,97.48,770.4,119.5
Cotton,Uttar Pradesh,Whole Year,24.0,61.62,1006.2,82.1
Apple,Tamil Nadu,Whole Year,17.55,199.92,749.4,26.4
Chickpea,Maharashtra,Kharif,13.12,20.46,296.4,53.8
Rice,Karnataka,Zaid,29.52,127.31,986.7,72.3
Rice,Punjab,Whole Year,45.88,204.12,1328.6,140.1
Chickpea,Punjab,Zaid,27.94,60.19,746.1,75.7
Potato,Uttar Pradesh,Whole Year,38.32,865.75,754.9,145.3
Rice,Haryana,Kharif,14.6,49.28,891.8,108.0
Chickpea,Rajasthan,Kharif,1.27,1.97,569.7,70.8
Banana,Tamil Nadu,Kharif,2.84,102.08,1103.8,247.8
Grapes,Maharashtra,Kharif,28.15,469.76,1054.7,117.4
Chickpea,Haryana,Kharif,0.64,1.28,579.6,28.7
Potato,Goa,Kharif,38.01,618.93,726.1,145.3
Maize,Punjab,Whole Year,38.85,111.99,398.5,97.7
Apple,Gujarat,Whole Year,24.79,349.28,1146.2,145.2
Apple,Karnataka,Whole Year,10.82,134.97,876.0,141.6
Apple,Karnataka,Whole Year,31.61,366.01,881.3,101.4
Potato,Goa,Rabi,25.82,544.15,622.5,178.6
Wheat,Haryana,Whole Year,40.39,149.2,558.2,155.8
Apple,Punjab,Rabi,8.75,95.91,922.3,66.2
Wheat,Maharashtra,Whole Year,18.03,100.33,497.6,132.2
Maize,Karnataka,Zaid,8.3,31.15,401.5,76.7
Wheat,Maharashtra,Rabi,23.97,103.84,547.4,120.6
Potato,Tamil Nadu,Whole Year,23.74,390.08,373.9,182.1
Rice,Rajasthan,Whole Year,31.59,153.14,1115.6,130.7
Banana,Madhya Pradesh,Kharif,45.23,1443.24,1191.5,223.9
Potato,Tamil Nadu,Kharif,40.05,752.2,511.1,135.9
Potato,Haryana,Zaid,32.89,525.63,401.5,156.4
Potato,Punjab,Zaid,30.0,618.25,652.7,171.9
Wheat,Maharashtra,Kharif,19.81,89.37,744.0,139.6
Apple,Goa,Whole Year,10.41,122.02,762.6,90.3
Tomato,Punjab,Kharif,48.17,888.96,722.4,99.0
Chickpea,Rajasthan,Rabi,36.92,67.76,310.8,20.0
Potato,Gujarat,Zaid,15.35,293.47,615.3,155.8
Rice,Rajasthan,Rabi,0.96,3.63,1186.4,122.3
Banana,Tamil Nadu,Rabi,19.65,726.2,1444.5,163.5
Potato,Madhya Pradesh,Zaid,49.55,868.34,412.0,135.3
