N,P,K,temperature,humidity,ph,rainfall,label
92.6,25.6,30.0,25.08,60.67,6.67,157.43,coffee
96.8,28.1,28.4,25.31,59.33,6.29,147.25,coffee
85.4,31.4,28.4,26.82,60.13,6.59,146.39,coffee
98.7,27.2,31.1,26.15,58.77,6.42,132.57,coffee
100.6,28.6,32.7,25.75,57.45,6.22,165.52,coffee
87.0,23.9,29.6,25.44,60.12,6.52,122.31,coffee
97.6,17.6,31.2,25.04,52.81,6.36,145.37,coffee
104.4,25.7,30.6,26.48,59.68,6.63,161.05,coffee
90.0,29.9,27.6,26.26,54.94,6.6,175.77,coffee
96.3,24.1,31.0,25.23,66.06,6.53,148.5,coffee
94.3,21.9,29.0,25.21,58.37,6.39,178.74,coffee
91.5,25.5,31.0,26.03,59.8,6.46,158.14,coffee
99.1,24.1,27.4,25.11,56.18,6.39,152.92,coffee
99.6,30.9,29.1,26.15,61.02,6.72,159.7,coffee
91.6,19.3,30.5,25.06,56.73,6.29,154.51,coffee
106.3,23.6,31.0,25.41,55.7,6.62,138.82,coffee
97.6,23.9,31.5,24.62,61.3,6.36,146.11,coffee
76.3,32.0,30.9,24.86,56.25,6.42,161.46,coffee
86.5,24.5,33.0,24.56,60.27,6.87,160.4,coffee
98.2,26.7,29.3,26.58,58.67,6.17,147.61,coffee
91.9,24.1,29.6,26.5,62.32,6.54,152.46,coffee
91.3,17.7,30.2,26.16,59.64,6.41,158.31,coffee
97.0,30.6,32.1,26.3,62.53,6.28,160.79,coffee
99.7,27.0,30.8,25.88,69.0,6.49,164.2,coffee
94.8,27.6,31.6,25.8,65.56,6.35,146.41,coffee
98.7,27.9,30.3,26.57,57.79,6.31,156.35,coffee
97.0,26.8,30.0,25.22,59.75,6.5,148.69,coffee
96.3,23.7,31.4,25.66,67.52,6.53,145.61,coffee
113.1,26.4,31.7,25.99,62.08,6.59,138.72,coffee
99.6,20.6,29.7,24.9,61.19,6.56,158.51,coffee
99.2,23.0,29.6,26.27,63.56,6.31,133.36,coffee
93.3,28.5,32.0,24.73,61.02,6.81,157.69,coffee
105.8,28.3,28.5,25.34,60.12,6.52,163.95,coffee
99.9,15.2,27.8,23.68,60.58,6.54,156.04,coffee
91.9,27.2,31.2,24.45,55.11,6.5,174.9,coffee
107.4,26.9,28.8,26.24,58.49,6.37,125.7,coffee
98.1,22.9,30.2,23.58,60.57,6.09,166.1,coffee
100.5,24.1,30.9,24.68,60.24,6.63,113.82,coffee
94.9,24.9,29.7,26.71,56.25,6.4,128.55,coffee
106.3,24.2,29.3,25.46,62.12,6.56,185.6,coffee
100.1,23.4,29.1,25.17,54.99,6.51,162.29,coffee
93.9,22.3,32.5,24.31,53.11,6.31,133.24,coffee
99.8,23.8,29.6,26.46,57.7,6.63,171.39,coffee
94.8,27.5,29.6,26.27,54.76,6.23,147.61,coffee
92.3,23.3,29.6,26.1,58.64,6.36,148.11,coffee
93.0,21.9,27.3,25.56,58.1,6.66,134.41,coffee
94.3,31.0,28.4,25.3,55.95,6.28,171.84,coffee
98.5,25.4,27.2,25.8,63.86,6.69,160.85,coffee
90.9,26.0,31.1,24.0,56.26,6.65,163.45,coffee
88.5,27.7,30.2,26.15,57.88,6.61,163.05,coffee
95.5,25.1,28.9,26.88,59.6,6.35,143.55,coffee
